gmaps, latitude, longitude, name
t, 42.4535571089 , -76.4763355911 , Ezra's Emporium
t, 42.4534088089 , -76.4758866089 , NorthStar Dining
t, 42.4536269911 , -76.4758866089 , NorthStar Dining
t, 42.4536269911 , -76.4761047911 , NorthStar Dining
t, 42.4534088089 , -76.4761047911 , NorthStar Dining
t, 42.4558494089 , -76.4774345089 , Robert Purcell Eatery
t, 42.4560675911 , -76.4774345089 , Robert Purcell Eatery
t, 42.4560675911 , -76.4776526911 , Robert Purcell Eatery
t, 42.4558494089 , -76.4776526911 , Robert Purcell Eatery
t, 42.4556594089 , -76.4775418089 , Bear Necessities
t, 42.4558775911 , -76.4775418089 , Bear Necessities
t, 42.4558775911 , -76.4777599911 , Bear Necessities
t, 42.4556594089 , -76.4777599911 , Bear Necessities
t, 42.4530709089 , -76.4792101089 , Carol's Cafe
t, 42.4532890911 , -76.4792101089 , Carol's Cafe
t, 42.4532890911 , -76.4794282911 , Carol's Cafe
t, 42.4530709089 , -76.4794282911 , Carol's Cafe
t, 42.4414219089 , -76.4861171089 , Collegetown Pizza
t, 42.4416400911 , -76.4861171089 , Collegetown Pizza
t, 42.4416400911 , -76.4863352911 , Collegetown Pizza
t, 42.4414219089 , -76.4863352911 , Collegetown Pizza
t, 42.4481574089 , -76.4831722089 , Kroch Library
t, 42.4483755911 , -76.4831722089 , Kroch Library
t, 42.4483755911 , -76.4833903911 , Kroch Library
t, 42.4481574089 , -76.4833903911 , Kroch Library
t, 42.4464188089 , -76.4856541089 , Okenshields
t, 42.4466369911 , -76.4856541089 , Okenshields
t, 42.4466369911 , -76.4858722911 , Okenshields
t, 42.4464188089 , -76.4858722911 , Okenshields
t, 42.4449708089 , -76.4839316089 , Information Booth (Cornell University)
t, 42.4451889911 , -76.4839316089 , Information Booth (Cornell University)
t, 42.4451889911 , -76.4841497911 , Information Booth (Cornell University)
t, 42.4449708089 , -76.4841497911 , Information Booth (Cornell University)
t, 42.4431261089 , -76.4799351089 , Information Booth (Cornell University)
t, 42.4433442911 , -76.4799351089 , Information Booth (Cornell University)
t, 42.4433442911 , -76.4801532911 , Information Booth (Cornell University)
t, 42.4431261089 , -76.4801532911 , Information Booth (Cornell University)
